,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_loss,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
76,1.3368207454681396,0.06471120057949889,0.003576040267944336,0.0005612465113081727,0.01,exponential,10,100,1,50,400,0.5,"{'learning_rate': 0.01, 'loss': 'exponential', 'max_depth': 10, 'max_features': 100, 'min_samples_leaf': 1, 'min_samples_split': 50, 'n_estimators': 400, 'subsample': 0.5}",0.8405797101449275,0.8507462686567164,0.835820895522388,0.8805970149253731,0.8656716417910447,0.8545994065281899,0.01649392257927997,8,0.9888059701492538,0.9962962962962963,0.9814814814814815,0.9925925925925926,0.9925925925925926,0.9903537866224432,0.005028945414633233
64,0.25694026947021487,0.0197516300144627,0.0030561447143554687,0.0018563161225465996,0.01,exponential,10,75,1,50,100,0.5,"{'learning_rate': 0.01, 'loss': 'exponential', 'max_depth': 10, 'max_features': 75, 'min_samples_leaf': 1, 'min_samples_split': 50, 'n_estimators': 100, 'subsample': 0.5}",0.8260869565217391,0.835820895522388,0.835820895522388,0.9104477611940298,0.8507462686567164,0.8516320474777448,0.030346658868126278,12,0.9402985074626866,0.9518518518518518,0.9407407407407408,0.937037037037037,0.9592592592592593,0.945837479270315,0.008371637730420232
56,0.7593722343444824,0.016824459430894084,0.004680824279785156,0.0019722318358248703,0.01,exponential,10,50,1,50,400,0.5,"{'learning_rate': 0.01, 'loss': 'exponential', 'max_depth': 10, 'max_features': 50, 'min_samples_leaf': 1, 'min_samples_split': 50, 'n_estimators': 400, 'subsample': 0.5}",0.8115942028985508,0.8507462686567164,0.8507462686567164,0.8955223880597015,0.8507462686567164,0.8516320474777448,0.026677153234710833,12,0.9850746268656716,0.9925925925925926,0.9777777777777777,0.9888888888888889,0.9888888888888889,0.986644555002764,0.0050306586659800406
68,4.631072473526001,1.3179190776759464,0.00452718734741211,0.0004369681862524636,0.01,exponential,10,75,1,50,800,0.5,"{'learning_rate': 0.01, 'loss': 'exponential', 'max_depth': 10, 'max_features': 75, 'min_samples_leaf': 1, 'min_samples_split': 50, 'n_estimators': 800, 'subsample': 0.5}",0.8260869565217391,0.835820895522388,0.835820895522388,0.8955223880597015,0.8507462686567164,0.8486646884272997,0.024644446533991716,14,0.996268656716418,1.0,1.0,1.0,1.0,0.9992537313432835,0.001492537313432818
58,1.5636181831359863,0.06424298129048134,0.0056801319122314455,0.002274874434593029,0.01,exponential,10,50,1,50,800,0.5,"{'learning_rate': 0.01, 'loss': 'exponential', 'max_depth': 10, 'max_features': 50, 'min_samples_leaf': 1, 'min_samples_split': 50, 'n_estimators': 800, 'subsample': 0.5}",0.8405797101449275,0.8507462686567164,0.835820895522388,0.8805970149253731,0.835820895522388,0.8486646884272997,0.016809615618935684,14,1.0,1.0,1.0,1.0,1.0,1.0,0.0
67,1.3861485958099364,0.030421921826429162,0.003603219985961914,0.0001778029152518433,0.01,exponential,10,75,1,50,600,0.5,"{'learning_rate': 0.01, 'loss': 'exponential', 'max_depth': 10, 'max_features': 75, 'min_samples_leaf': 1, 'min_samples_split': 50, 'n_estimators': 600, 'subsample': 0.5}",0.8260869565217391,0.835820895522388,0.835820895522388,0.8955223880597015,0.8507462686567164,0.8486646884272997,0.024644446533991716,14,0.996268656716418,1.0,0.9962962962962963,1.0,0.9962962962962963,0.9977722498618021,0.001818978370315931
84,0.7249645233154297,0.04740585910995312,0.0024348735809326173,0.0004834002066333625,0.01,exponential,10,auto,1,50,100,0.5,"{'learning_rate': 0.01, 'loss': 'exponential', 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 50, 'n_estimators': 100, 'subsample': 0.5}",0.8405797101449275,0.8208955223880597,0.835820895522388,0.8955223880597015,0.8507462686567164,0.8486646884272997,0.02523637663508219,14,0.9328358208955224,0.9555555555555556,0.9481481481481482,0.9444444444444444,0.9592592592592593,0.948048645660586,0.009235385838328029
88,5.086348390579223,0.2716175502986091,0.00424957275390625,0.00022170697376905192,0.01,exponential,10,auto,1,50,800,0.5,"{'learning_rate': 0.01, 'loss': 'exponential', 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 50, 'n_estimators': 800, 'subsample': 0.5}",0.8260869565217391,0.835820895522388,0.835820895522388,0.8955223880597015,0.8507462686567164,0.8486646884272997,0.024644446533991716,14,1.0,1.0,1.0,1.0,1.0,1.0,0.0
78,2.284679317474365,0.1189923696745453,0.004259634017944336,0.00016160484744892124,0.01,exponential,10,100,1,50,800,0.5,"{'learning_rate': 0.01, 'loss': 'exponential', 'max_depth': 10, 'max_features': 100, 'min_samples_leaf': 1, 'min_samples_split': 50, 'n_estimators': 800, 'subsample': 0.5}",0.8260869565217391,0.8507462686567164,0.835820895522388,0.8805970149253731,0.8507462686567164,0.8486646884272997,0.018482832538825288,14,1.0,1.0,1.0,1.0,0.9962962962962963,0.9992592592592592,0.0014814814814814612
79,3.2630686283111574,0.15544732476570708,0.007283926010131836,0.0029741262102150096,0.01,exponential,10,100,1,50,1000,0.5,"{'learning_rate': 0.01, 'loss': 'exponential', 'max_depth': 10, 'max_features': 100, 'min_samples_leaf': 1, 'min_samples_split': 50, 'n_estimators': 1000, 'subsample': 0.5}",0.8115942028985508,0.8507462686567164,0.835820895522388,0.8955223880597015,0.8507462686567164,0.8486646884272997,0.027430112534000774,14,1.0,1.0,1.0,1.0,1.0,1.0,0.0
83,0.4549321174621582,0.0190441910612631,0.0031138896942138673,0.00256081274274847,0.01,exponential,10,auto,1,50,50,0.5,"{'learning_rate': 0.01, 'loss': 'exponential', 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 50, 'n_estimators': 50, 'subsample': 0.5}",0.7971014492753623,0.8656716417910447,0.8059701492537313,0.8805970149253731,0.8805970149253731,0.8456973293768546,0.036890723324583076,21,0.9216417910447762,0.9481481481481482,0.9333333333333333,0.9111111111111111,0.9333333333333333,0.9295135433941404,0.012466307261401905
89,6.208603191375732,0.610263750230824,0.00591435432434082,0.0015038460071602777,0.01,exponential,10,auto,1,50,1000,0.5,"{'learning_rate': 0.01, 'loss': 'exponential', 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 50, 'n_estimators': 1000, 'subsample': 0.5}",0.8115942028985508,0.8208955223880597,0.8507462686567164,0.8955223880597015,0.8507462686567164,0.8456973293768546,0.029395902523684684,21,1.0,1.0,1.0,1.0,1.0,1.0,0.0
57,1.266872024536133,0.04279362372694543,0.0036319732666015626,5.3866476837215216e-05,0.01,exponential,10,50,1,50,600,0.5,"{'learning_rate': 0.01, 'loss': 'exponential', 'max_depth': 10, 'max_features': 50, 'min_samples_leaf': 1, 'min_samples_split': 50, 'n_estimators': 600, 'subsample': 0.5}",0.8115942028985508,0.8208955223880597,0.8507462686567164,0.8805970149253731,0.8507462686567164,0.8427299703264095,0.02457448125304222,23,0.996268656716418,1.0,0.9962962962962963,1.0,0.9925925925925926,0.9970315091210613,0.0027730971072923603
69,2.7070935726165772,0.23488643149900348,0.005112981796264649,0.0005235785038393058,0.01,exponential,10,75,1,50,1000,0.5,"{'learning_rate': 0.01, 'loss': 'exponential', 'max_depth': 10, 'max_features': 75, 'min_samples_leaf': 1, 'min_samples_split': 50, 'n_estimators': 1000, 'subsample': 0.5}",0.7971014492753623,0.835820895522388,0.835820895522388,0.9104477611940298,0.835820895522388,0.8427299703264095,0.0369654589771804,23,1.0,1.0,1.0,1.0,1.0,1.0,0.0
