,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
59,3.326464796066284,0.045233897873535614,0.10351166725158692,0.00979862894214446,True,20,50,2,20,1000,"{'bootstrap': True, 'max_depth': 20, 'max_features': 50, 'min_samples_leaf': 2, 'min_samples_split': 20, 'n_estimators': 1000}",0.8676470588235294,0.8235294117647058,0.7941176470588235,0.7910447761194029,0.803030303030303,0.8160237388724035,0.028338117246130105,17,0.966542750929368,0.9628252788104089,0.9702602230483272,0.9703703703703703,0.9520295202952029,0.9644056286907354,0.006783616655174355
57,1.9486323356628419,0.05947317931458661,0.06350059509277343,0.005112611356545847,True,20,50,2,20,600,"{'bootstrap': True, 'max_depth': 20, 'max_features': 50, 'min_samples_leaf': 2, 'min_samples_split': 20, 'n_estimators': 600}",0.8676470588235294,0.8088235294117647,0.8088235294117647,0.7910447761194029,0.7878787878787878,0.8130563798219584,0.028793068048217265,18,0.966542750929368,0.9591078066914498,0.9739776951672863,0.9703703703703703,0.948339483394834,0.9636676213106616,0.0091130078408729
55,0.7639451026916504,0.022676050871227812,0.02278790473937988,0.002599300445212305,True,20,50,2,20,200,"{'bootstrap': True, 'max_depth': 20, 'max_features': 50, 'min_samples_leaf': 2, 'min_samples_split': 20, 'n_estimators': 200}",0.8676470588235294,0.8529411764705882,0.7794117647058824,0.8059701492537313,0.7575757575757576,0.8130563798219584,0.04199463377357954,18,0.966542750929368,0.966542750929368,0.9739776951672863,0.9666666666666667,0.959409594095941,0.966627891557726,0.004607373062997729
58,2.609934759140015,0.0655454531884747,0.07738609313964843,0.0036412785270896315,True,20,50,2,20,800,"{'bootstrap': True, 'max_depth': 20, 'max_features': 50, 'min_samples_leaf': 2, 'min_samples_split': 20, 'n_estimators': 800}",0.8676470588235294,0.8235294117647058,0.7941176470588235,0.7611940298507462,0.803030303030303,0.8100890207715133,0.03523449984188012,20,0.966542750929368,0.9553903345724907,0.9702602230483272,0.9703703703703703,0.948339483394834,0.9621806324630781,0.008821170234176452
34,0.17368664741516113,0.03499829047836772,0.014573621749877929,0.0037374333186375773,True,20,10,2,20,100,"{'bootstrap': True, 'max_depth': 20, 'max_features': 10, 'min_samples_leaf': 2, 'min_samples_split': 20, 'n_estimators': 100}",0.8235294117647058,0.7794117647058824,0.7941176470588235,0.7910447761194029,0.8636363636363636,0.8100890207715133,0.030190626819328076,20,0.9405204460966543,0.9405204460966543,0.9368029739776952,0.9444444444444444,0.9372693726937269,0.939911536661835,0.002754377852105998
53,0.1884488582611084,0.024853914832026185,0.008528995513916015,0.0015507431061990795,True,20,50,2,20,50,"{'bootstrap': True, 'max_depth': 20, 'max_features': 50, 'min_samples_leaf': 2, 'min_samples_split': 20, 'n_estimators': 50}",0.8382352941176471,0.8088235294117647,0.7941176470588235,0.8059701492537313,0.803030303030303,0.8100890207715133,0.014992606804512592,20,0.9553903345724907,0.9702602230483272,0.9591078066914498,0.9629629629629629,0.955719557195572,0.9606881768941605,0.005514537227880643
45,0.45636954307556155,0.022506606900134722,0.021175527572631837,0.0021629195606037723,True,20,25,2,20,200,"{'bootstrap': True, 'max_depth': 20, 'max_features': 25, 'min_samples_leaf': 2, 'min_samples_split': 20, 'n_estimators': 200}",0.8382352941176471,0.7941176470588235,0.7941176470588235,0.7910447761194029,0.8181818181818182,0.8071216617210683,0.018409855368868903,23,0.9516728624535316,0.9553903345724907,0.9591078066914498,0.9629629629629629,0.9520295202952029,0.9562326973951276,0.004306532146223455
97,1.2312293529510498,0.04002669925329879,0.0722048282623291,0.01522443057358831,True,20,sqrt,2,20,600,"{'bootstrap': True, 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 20, 'n_estimators': 600}",0.8235294117647058,0.8088235294117647,0.7647058823529411,0.8059701492537313,0.8333333333333334,0.8071216617210683,0.023510617825305488,23,0.9628252788104089,0.9553903345724907,0.9591078066914498,0.9629629629629629,0.948339483394834,0.9577251732864293,0.00545710250490696
64,0.4243765354156494,0.010667615362561108,0.010753154754638672,0.0003763199940104649,True,20,75,2,20,100,"{'bootstrap': True, 'max_depth': 20, 'max_features': 75, 'min_samples_leaf': 2, 'min_samples_split': 20, 'n_estimators': 100}",0.8676470588235294,0.8382352941176471,0.7941176470588235,0.746268656716418,0.7727272727272727,0.8041543026706232,0.043906053523793113,25,0.9739776951672863,0.966542750929368,0.9702602230483272,0.9666666666666667,0.966789667896679,0.9688474007416655,0.0029194953018724457
39,1.4756808757781983,0.045745917848590376,0.10294094085693359,0.00542462639351761,True,20,10,2,20,1000,"{'bootstrap': True, 'max_depth': 20, 'max_features': 10, 'min_samples_leaf': 2, 'min_samples_split': 20, 'n_estimators': 1000}",0.8235294117647058,0.7941176470588235,0.7647058823529411,0.7910447761194029,0.8484848484848485,0.8041543026706232,0.028794498943691092,25,0.9553903345724907,0.9405204460966543,0.9516728624535316,0.9629629629629629,0.9520295202952029,0.9525152252761686,0.007242122454870053
52,0.08619022369384766,0.003626848248199448,0.004447317123413086,0.00038183244507677543,True,20,50,2,20,25,"{'bootstrap': True, 'max_depth': 20, 'max_features': 50, 'min_samples_leaf': 2, 'min_samples_split': 20, 'n_estimators': 25}",0.8529411764705882,0.7941176470588235,0.7794117647058824,0.7611940298507462,0.8333333333333334,0.8041543026706232,0.03402641397890351,25,0.9553903345724907,0.9479553903345725,0.9553903345724907,0.9592592592592593,0.948339483394834,0.9532669604267294,0.004414020561072764
98,1.4024427890777589,0.015160469790961329,0.08882875442504883,0.003925194553397724,True,20,sqrt,2,20,800,"{'bootstrap': True, 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 20, 'n_estimators': 800}",0.8235294117647058,0.8088235294117647,0.7647058823529411,0.8059701492537313,0.8181818181818182,0.8041543026706232,0.020816941044116414,25,0.9591078066914498,0.9553903345724907,0.9516728624535316,0.9629629629629629,0.955719557195572,0.9569707047752013,0.003810628197505813
